ID,External ID,Db Created Time,Created From,City Code,Facility ID,Category,Skill,Livo Unit,Professional Field,Status,Livo Review Status,Perks,Current Pending Claim,Current Accepted Claim,Details,Job Description,Meta Description,Salary Min,Salary Max,Salary Period,Payment Note,Contract Type,Start Date Type,Start Date,Contract Duration Type,End Date,Schedule Types,Schedule Details,Other Requirements,Is Internal,Publication Time,Cancellation Reason,Closed Reason,Closed By,Closed At,Display Prioritised,Agent Description
117,HJM250551XMV,2025-04-11T09:56:39.600768,,BCN,42,ENF,OPERATING_ROOM,OPERATING_ROOM_INSTRUMENTALIST,,DRAFT,PENDING,"UNIFORM,MEAL,LOCKER",0,0,,,,8000.0,,YEAR,,TEMPORAL,SPECIFIC_DATE,2025-05-24,,,EVENING,,,False,,,,,,False,
118,HJM250623EFH,2025-04-11T10:04:13.613198,,BCN,42,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,DRAFT,PENDING,"UNIFORM,LOCKER",0,0,Hospitalización traumatologia. Pendiente confirmar fechas exactas,,,800.0,,YEAR,,TEMPORAL,SPECIFIC_DATE,2025-06-24,,,MORNING,,,False,,,,,,False,
119,HDR250469QPH,2025-04-14T08:20:42.684911,,BCN,130,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,CLOSED,VERIFIED,"UNIFORM, PARKING, LOCKER",8,0,"Contrato a jornada parcial fines de semana en turno tarde
.","En Hestia Duran i Reynals, un centro hospitalario de referencia en Barcelona, buscamos incorporar a un/a profesional de enfermería para unirse a nuestro equipo. Ofrecemos un contrato indefinido a jornada parcial los fines de semana en turno de tarde en el área de hospitalización.

¿Qué buscamos?
Precisamos a una enfermera/o con formación en el área de hospitalización y experiencia en el cuidado de pacientes ingresados. Es fundamental contar con gran capacidad de trabajo en equipo, empatía y vocación de servicio.

¿Qué ofrecemos?
- Salario competitivo entre 1.454€ y 2.646€ brutos mensuales.
- Uniforme, parking y taquilla facilitados por el hospital.
- Integración en un equipo humano y profesional de primer nivel.
- Posibilidades de desarrollo profesional continuo.

Si cuentas con la formación y experiencia requeridas, aplica en Livo. En Hestia Duran i Reynals te esperamos para seguir creciendo juntos.","Empleo de enfermería en Hestia Duran i Reynals Barcelona: contrato indefinido, fines de semana, turno tarde. Salario hasta 2.646€. ¡Únete!",1454.0,2646.0,MONTH,12 pagas,PERMANENT,ASAP,,,,EVENING,,,False,2025-04-16T08:05:59.169524,,MANUALLY,FACILITY,2025-06-04T08:09:04.130702,False,
120,HDR250451CKQ,2025-04-14T08:21:54.150081,,BCN,130,ENF,DAY_CARE_HOSPITAL,DAY_CARE_HOSPITAL,,CLOSED,VERIFIED,"UNIFORM, PARKING, LOCKER",3,0,,,,2646.0,,MONTH,"12 pagas, convenio SISCAT",LEAVE,ASAP,,,,MORNING,,,False,2025-04-16T08:05:56.121929,,MANUALLY,FACILITY,2025-05-06T11:53:32.400518,False,
121,HDR250425OPS,2025-04-14T08:23:09.352492,,BCN,130,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,CLOSED,VERIFIED,"UNIFORM,PARKING,LOCKER",9,0,,"¿Estás preparado para unirte a uno de los hospitales más importantes de Barcelona? En el Hospital Hestia Duran i Reynals, situado en pleno corazón de la Ciudad Condal, buscamos ampliar nuestro equipo de profesionales en el área de hospitalización.

¿Qué buscamos?
Enfermera/o con experiencia en hospitalización para trabajar a jornada completa en contrato indefinido. Imprescindible tener la titulación de Grado en Enfermería y estar colegiado. Valoraremos tu capacidad de trabajo en equipo, orientación al paciente y habilidades de organización y gestión.

¿Qué ofrecemos?
Salario competitivo entre 2.645€ y 3.000€ brutos mensuales, según valía y experiencia. Además, disfrutarás de un paquete de beneficios sociales que incluye uniforme, plaza de aparcamiento y taquilla. Trabajarás en un entorno estimulante, con posibilidades de desarrollo profesional y formación continuada. ¡Aplica en Livo y únete a nuestro gran equipo!","Enfermera/o para Hospital Hestia en Barcelona. Ofrecemos contrato indefinido, salario competitivo y beneficios sociales. ¡Únete a nuestro equipo!",2645.0,,MONTH,"12 pagas, convenio SISCAT",PERMANENT,ASAP,,,,EVENING,,,False,2025-04-16T08:05:52.970815,,MANUALLY,FACILITY,2025-06-04T08:09:31.631675,False,
122,RSC250541CYI,2025-04-15T10:53:37.137743,,BCN,76,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,DRAFT,PENDING,"LOCKER, PARKING, UNIFORM",0,0,- Flexibilidad de la organización de la planilla: adaptabilidad del horario en función de las necesidades del profesional. ,"¿Buscas un nuevo reto profesional en un entorno acogedor y de calidad? El Hospital Sant Camil de Sant Pere de Ribes necesita incorporar a una enfermera para su servicio de hospitalización. Ubicado en un enclave privilegiado de la Costa Daurada, este centro se distingue por su compromiso con la excelencia asistencial y el trato humano.

¿Qué buscamos?

Una enfermera colegiada con experiencia demostrable en el ámbito de la hospitalización. Valoraremos tu capacidad para trabajar en equipo, tu vocación de servicio y tus habilidades de organización y comunicación.

¿Qué ofrecemos?

- Contrato por sustitución con posibilidad de continuidad.
- Salario entre 36.000€ y 42.000€ brutos anuales.
- Flexibilidad horaria adaptada a tus necesidades.
- Taquilla, parking y uniforme proporcionados por el hospital.
- Formación continuada y oportunidades de desarrollo profesional.

Si te sientes identificada con este perfil, aplica en Livo. Estaremos encantados de recibir tu candidatura.","Enfermera para hospitalización en Hospital Sant Camil: 36-42K€, contrato con continuidad, entorno de calidad en Costa Daurada. ¡Aplica en Livo ya!",36000.0,42000.0,YEAR,,LEAVE,SPECIFIC_DATE,2025-05-04,LESS_THAN_ONE_YEAR,,EVENING,,,False,,,,,,False,
123,FHM250422KAZ,2025-04-15T11:06:43.189388,,BCN,164,ENF,MENTAL_HEALTH,MEDICAL_HOSPITALIZATION,ADULT_MENTAL_HEALTH,CLOSED,PENDING,"UNIFORM, PARKING, LOCKER, RETRIBUCIN-FLEXIBLE, FORMACIN-CONTINUADA, CARRERA-PROFESIONAL, SI-VIVES-FUERA-DE-LA-COMUNIDAD-AUTNOMA-DE-CATALUA-TE-OFRECEMOS-ALOJAMIENTO-INCLUIDO-DURANTE-6-MESES",0,0,"Fundación Hospitalarias es una Institución sin ánimo de lucro, que trabaja en la acogida, cuidado especializado, asistencia integral y reinserción social de personas con preferencia por los más vulnerables, según las necesidades de cada tiempo y lugar.
Fundació Hospitalàries Martorell ofrece servicios especializados en el ámbito de la salud mental y atención intermedia a través del mismo hospital, situado en Martorell, y con más de veinte equipamientos comunitarios repartidos por las comarcas del Alt Penedés, Anoia, Baix Llobregat y el Berguedà. 
Todos los servicios son de cobertura pública y se financian a través de conciertos establecidos con el CatSalut (Servicio Catalán de la Salud). La asistencia del centro está destinada a los ciudadanos de su zona de influencia. ",,,38392.0,,YEAR,"Variable según plus nocturnidad, fin de semana, festivos, productividad",PERMANENT,ASAP,,,,NIGHT,,Horario en turno de noche de 20.00 a 08.00h (1 Fin de semana al mes),False,2025-04-16T11:58:12.595764,,MANUALLY,FACILITY,2025-04-16T11:59:32.511606,False,
124,CMT250444PBD,2025-04-15T13:50:05.950135,,BCN,13,ENF,EMERGENCY,EMERGENCY,,DRAFT,PENDING,"UNIFORM, LOCKER, BECA-PER-FORMACI-REGLADA, PLA-DE-FORMACI-INTERN",0,0,,,,32140.0,36000.0,YEAR,brutos anuales,LEAVE,ASAP,,LESS_THAN_ONE_YEAR,,MORNING,,,False,,,,,,False,
125,FHB250496CZJ,2025-04-16T09:34:18.601229,,BCN,163,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,PUBLISHED,VERIFIED,"UNIFORM, LOCKER, PRECIOS-CAFETERA-EMPLEADASOS, FORMACIN-COMPLEMENTARIA, INCENTIVACIN-PROFESIONAL, PISCINA-PARA-EMPLEADOS, EMPRESA-SALUDABLE-CATEGORA-ORO",18,0,"Opciones ofrecidas en Hospitalización:

· Hospitalización:

- Cobertura de aproximadamente 1 año (Jornada Completa).
- Cobertura de Excedencia Jornada Completa (aprox. 6 meses).
- Cobertura 2 Fines de Semana (al mes, estable).

· UIPA (Salud Mental):

- Jornada Completa al 100% (Plaza indefinida).
- Cobertura 2 Fines de Semana (alternos con 2 viernes al mes, estable).","¿Buscas una nueva oportunidad laboral en una de las instituciones sanitarias más reconocidas de Barcelona? La Fundació Hospitalària de Barcelona tiene abiertas varias vacantes para enfermeras en el área de hospitalización.

¿Qué buscamos?
Profesionales de enfermería con formación acreditada y experiencia previa en hospitalización y/o salud mental. Valoramos especialmente tu capacidad para trabajar en equipo, tu compromiso con la excelencia asistencial y tu vocación de servicio al paciente.

¿Qué ofrecemos?
- Contratos temporales de cobertura de baja, sustituciones de verano y posibilidad de contrato de aproximadamente 1 año en jornada completa.
- Salario competitivo entre 36.300€ y 37.300€ anuales.
- Formación complementaria y plan de incentivación profesional.
- Beneficios sociales como uniformes, taquillas, precios especiales en la cafetería, acceso a piscina para empleados y reconocimiento como ",Empresa Saludable Categoría Oro,36300.0,37300.0,YEAR,Pluses de festivo/fines de semana a parte,TEMPORAL,ASAP,,LESS_THAN_ONE_YEAR,2026-02-28,EVENING,,,False,2025-04-23T11:46:03.490472,,,,,True,
126,8DA09250538SCZ,2025-04-16T09:36:12.602571,,PAL,167,ENF,ANESTHESIC_REANIMATION,OPERATING_ROOM_REA,VERSATILE,DRAFT,PENDING,"LOCKER,PARKING",0,0,,"En la hermosa ciudad de Palencia, la Clínica Muñoz busca incorporar a un/a profesional de enfermería con experiencia en el área de anestesia y reanimación. Si te apasiona brindar cuidados excepcionales y formar parte de un equipo comprometido, esta oportunidad es para ti.

¿Qué buscamos?

Buscamos a un/a enfermero/a con sólidos conocimientos en el manejo de la anestesia y la reanimación. Valoraremos tu experiencia previa en entornos hospitalarios similares, así como tu capacidad para trabajar en equipo y tu compromiso con la excelencia en la atención al paciente.

¿Qué ofrecemos?

- Contrato indefinido a tiempo completo.
- Salario competitivo entre 12.000€ y 36.000€ anuales.
- Taquilla y plaza de aparcamiento gratuitas en las instalaciones.
- Oportunidades de desarrollo profesional y formación continua.
- Ambiente de trabajo colaborativo y centrado en el paciente.

Si estás listo/a para sumarte a un equipo apasionado y brindar cuidados de calidad, aplica en Livo. ¡Estamos ansiosos por conocerte!","Enfermero/a para área de anestesia en Clínica Muñoz Palencia. Contrato indefinido, 12.000€-36.000€ anuales. ¡Únete a nuestro equipo!",12000.0,,YEAR,,PERMANENT,SPECIFIC_DATE,2025-05-23,,,"COVERS,NIGHT",,,False,,,,,,False,
127,COB250443DYB,2025-04-16T10:53:50.415923,,BCN,109,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,CLOSED,VERIFIED,"UNIFORM, LOCKER",20,0,"- Lunes a viernes de 14:20 a 21:30
- Guardias de 14h cada 6 semanas",,,35000.0,40000.0,YEAR,14 pagas,PERMANENT,ASAP,,,,EVENING,,Valorable experiencia en oftalmología,False,2025-04-16T11:26:37.237154,,MANUALLY,FACILITY,2025-05-19T09:04:41.660908,False,
128,CVI250418QCB,2025-04-16T11:23:53.702775,,BCN,166,ENF,NURSING_HOME,,,CLOSED,PENDING,"UNIFORM, MEAL, LOCKER",0,0,"Somos uno de los primeros grupos gestores de Cataluña en la atención a personas en situación de dependencia, gestionando recursos asistenciales para las personas mayores y personas con discapacidad funcional, intelectual y física. 

En Vima residencial acompañamos proyectos de vida y consideramos personas nuestra razón de ser. Ayudamos a crecer a los profesionales que trabajan con nosotros, valoramos sus capacidades y estimulamos su autonomía. Si eres una persona comprometida con el sector social, positiva y te sientes identificada con los valores como el respeto, la humildad, la profesionalidad, la innovación y la personalización esta posición es para ti. 
Esperamos tu candidatura. ","En el Centre Vima, uno de los principales grupos gestores de Cataluña en atención a personas en situación de dependencia, gestionamos recursos asistenciales para las personas mayores y personas con discapacidad funcional, intelectual y física. Ubicados en Barcelona, acompañamos proyectos de vida y consideramos a las personas nuestra razón de ser.

¿Qué buscamos?
Buscamos incorporar una enfermera para trabajar en nuestra residencia. Si eres una persona comprometida con el sector social, positiva y te sientes identificada con valores como el respeto, la humildad, la profesionalidad, la innovación y la personalización, esta posición es para ti. Valoraremos tu formación y experiencia previa en el sector.

¿Qué ofrecemos?
- Contrato indefinido a jornada completa.
- Salario entre 26.000€ y 29.000€ brutos anuales.
- Uniforme, comida y taquilla facilitados por la empresa.
- Un entorno laboral donde primamos tu desarrollo profesional, valorando tus capacidades y fomentando tu autonomía.

Aplica en Livo si esta oportunidad se adapta a tu perfil.","Enfermera en Residencia | Centre Vima Barcelona | Contrato indefinido, 26-29K € | Desarrollo profesional en atención a la dependencia",26000.0,29000.0,YEAR,Festivos a parte,PERMANENT,ASAP,,,,MORNING,,,False,2025-04-16T11:30:06.124826,,MANUALLY,LIVO,2025-04-16T13:40:14.085899,False,
129,FHM250402RQZ,2025-04-16T11:59:41.963973,,BCN,164,ENF,MENTAL_HEALTH,MEDICAL_HOSPITALIZATION,ADULT_MENTAL_HEALTH,PUBLISHED,VERIFIED,"UNIFORM,PARKING,LOCKER,RETRIBUCIN-FLEXIBLE,FORMACIN-CONTINUADA,CARRERA-PROFESIONAL,SI-VIVES-FUERA-DE-LA-COMUNIDAD-AUTNOMA-DE-CATALUA-TE-OFRECEMOS-ALOJAMIENTO-INCLUIDO-DURANTE-6-MESES",20,0,"Fundación Hospitalarias es una Institución sin ánimo de lucro, que trabaja en la acogida, cuidado especializado, asistencia integral y reinserción social de personas con preferencia por los más vulnerables, según las necesidades de cada tiempo y lugar.
Fundació Hospitalàries Martorell ofrece servicios especializados en el ámbito de la salud mental y atención intermedia a través del mismo hospital, situado en Martorell, y con más de veinte equipamientos comunitarios repartidos por las comarcas del Alt Penedés, Anoia, Baix Llobregat y el Berguedà. 
Todos los servicios son de cobertura pública y se financian a través de conciertos establecidos con el CatSalut (Servicio Catalán de la Salud). La asistencia del centro está destinada a los ciudadanos de su zona de influencia. ","¿Buscas una oportunidad laboral para desarrollar tu carrera en el ámbito de la salud mental? La Fundació Hospitalàries Martorell, ubicada en Barcelona, es una institución sin ánimo de lucro que trabaja para acoger, cuidar y reinsertar a personas vulnerables. Ofrece servicios especializados en salud mental y atención intermedia a través de su hospital y más de veinte equipamientos comunitarios repartidos por el Alt Penedès, Anoia, Baix Llobregat y Berguedà. Todos sus servicios son de cobertura pública y se financian a través de conciertos con el Servicio Catalán de la Salud (CatSalut).

¿Qué buscamos?
Buscamos incorporar a una enfermera/o para trabajar en el área de salud mental. El puesto es para turno de noche, de 20:00 a 08:00 horas, con un fin de semana al mes.

¿Qué ofrecemos?
- Contrato indefinido.
- Salario entre 38.392€ y XX€ anuales.
- Uniforme, parking, taquilla.
- Retribución flexible, formación continuada y carrera profesional.
- Si vives fuera de la Comunidad Autónoma de Cataluña, te ofrecemos alojamiento incluido durante 6 meses.

¿Te interesa? Aplica en Livo.","Empleo enfermería en salud mental: Únete a Hospitalàries Martorell con contrato indefinido, turno noche y alojamiento disponible. ¡Aplica ahora!",38392.0,,YEAR,"Variable según plus nocturnidad, fin de semana, festivos, productividad",PERMANENT,ASAP,,,,NIGHT,,Horario en turno de noche de 20.00 a 08.00h (1 Fin de semana al mes),False,2025-04-24T07:20:08.818322,,,,,False,
130,RCDG250457UHY,2025-04-16T13:42:01.113122,,BCN,126,ENF,NURSING_HOME,,,PUBLISHED,VERIFIED,"UNIFORM, MEAL, LOCKER",2,0,"Si te gusta el mundo de la geriatría y quieres trabajar en uno de los primeros grupos gestores de Cataluña en la atención a personas en situación de dependencia, gestionando recursos asistenciales para la gente mayor y para personas con diversidad funcional, intelectual y física, esta posición es para ti. 

Funciones:
- Elaborar y desarrollar el plan de cuidados que llevara a cabo con los cuidadores y/o familia y la persona mayor o con diversidad funcional, considerando los valores y la historia de vida, el entorno y los recursos disponibles, realizando regularmente la valoración integral y sistemática de su estado de salud.
- Proporcionar la atención para mantener y restablecer las capacidades globales, prevenir o retrasar las complicaciones y las incapacidades, adaptándose a las nuevas situaciones y acompañando el proceso de muerte.","¿Quieres formar parte de uno de los principales grupos gestores de residencias y centros de día en Cataluña? En la Residència i Centre de Dia Gavà, situada en Barcelona, buscamos a una enfermera con pasión por la geriatría y ganas de ofrecer una atención integral a personas mayores y con diversidad funcional.

¿Qué buscamos?

Enfermera colegiada con vocación y experiencia en el ámbito geriátrico. Tus principales funciones serán elaborar y desarrollar planes de cuidados personalizados, considerando los valores, historia de vida y recursos de cada residente. Realizarás valoraciones periódicas de su estado de salud y ofrecerás una atención centrada en mantener y restablecer sus capacidades, prevenir complicaciones y acompañar en el proceso final de la vida.

¿Qué ofrecemos?

- Contrato indefinido a jornada completa.
- Salario entre 26.000€ y 29.000€ brutos anuales.
- Uniforme, comida y taquilla facilitados por la empresa.
- Ambiente laboral estable en un centro de referencia.

Si quieres desarrollar tu carrera profesional en un entorno geriátrico de calidad, aplica en Livo. ¡Forma parte de nuestro equipo!","Oferta empleo: Enfermera geriátrica en Gavà (Barcelona). Contrato indefinido, 26-29K€. Cuida de mayores en centro referente. ¡Aplica ahora!",26000.0,29000.0,YEAR,Festivos a parte,PERMANENT,ASAP,,,,MORNING,,,False,2025-04-16T13:46:09.648365,,,,,False,
131,HQV250403DJQ,2025-04-16T14:08:39.92505,,BCN,36,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,PUBLISHED,VERIFIED,"UNIFORM, LOCKER",5,0,Ambiente familiar y agradable,"¿Estás buscando un nuevo reto profesional en el que poder desarrollar tu vocación como enfermera/o? En el Hospital Quirónsalud del Vallès, situado en El Vallès, necesitamos incorporar a un/a profesional para nuestra unidad de hospitalización. Trabajarás en un entorno familiar y agradable, formando parte de un gran equipo.

¿Qué buscamos?
Buscamos una enfermera/o titulada/o con experiencia en el área de hospitalización. Es imprescindible tener la capacidad de trabajar en equipo y ofrecer un trato cercano y cálido a los pacientes.

¿Qué ofrecemos?
Te ofrecemos un contrato indefinido y un salario entre 32.140€ y 32.140€ anuales. Además, disfrutarás de uniformes y taquilla gratuitos.

Si estás interesada/o y crees que cumples con los requisitos, no dudes en aplicar en Livo. ¡Te esperamos!","Enfermero/a para hospitalización en Quirónsalud Vallès. Contrato indefinido, salario 32.140€ anuales, ambiente familiar. ¡Únete a nuestro equipo!",32140.0,32140.0,YEAR,,PERMANENT,ASAP,,,,EVENING,,,False,2025-04-16T14:09:02.852827,,,,,True,
132,09FFB250453HMW,2025-04-21T10:58:43.060237,,MAD,168,ENF,OPERATING_ROOM_INSTRUMENTALIST,OPERATING_ROOM_INSTRUMENTALIST,,DRAFT,PENDING,,0,0,,"¿Buscas oportunidades de crecimiento en un entorno laboral motivador? En Preventium Adecco, ubicado en la vibrante ciudad de Madrid, ofrecemos una excelente oportunidad para profesionales de enfermería apasionados por su trabajo. Únete a nuestro equipo y sé parte de una organización líder en el sector sanitario.

¿Qué buscamos?
Estamos buscando una enfermera instrumentista quirúrgica comprometida y con experiencia. Los requisitos principales son:

- Titulación en Enfermería.
- Experiencia previa como instrumentista quirúrgica.
- Conocimientos sólidos en el manejo de instrumental y equipos quirúrgicos.
- Capacidad de trabajo en equipo y bajo presión.
- Excelentes habilidades de comunicación y organización.

¿Qué ofrecemos?
En Preventium Adecco, valoramos a nuestros profesionales y ofrecemos:

- Contrato indefinido a jornada completa.
- Salario competitivo entre 33.000 y 40.000 euros anuales, según experiencia.
- Oportunidades de desarrollo profesional y formación continua.
- Ambiente laboral positivo y trabajo en equipo.
- Beneficios sociales atractivos (a determinar).

Aplica en Livo y únete a nuestro equipo de profesionales altamente cualificados. En Preventium Adecco, te ofrecemos la oportunidad de crecer y desarrollarte en un entorno desafiante pero gratificante.","Enfermera instrumentista en Madrid: Únete a Preventium Adecco. Contrato indefinido, salario hasta 40.000€. ¡Desarrolla tu carrera con nosotros!",33000.0,,YEAR,,PERMANENT,ASAP,,,,FLEXIBLE,,,False,,,,,,False,
133,HUF250574SMY,2025-04-21T11:28:34.197819,,MAD,32,ENF,OPERATING_ROOM_CIRCULATING,OPERATING_ROOM_CIRCULATING,,CLOSED,VERIFIED,,4,0,"Se ofrece contrato indefinido a tiempo parcial (50%) jornada en el turno de tarde.
Ofrecemos formación continua y desarrollo profesional.
Buen ambiente de trabajo (Humanidad, cercanía y compromiso)",,,29500.0,29500.0,YEAR,,PERMANENT,SPECIFIC_DATE,2025-05-31,,,EVENING,,"No se requiere experiencia en quirófano, pero si interés por aprender en el servicio.",False,2025-04-21T11:32:23.480986,,MANUALLY,FACILITY,2025-05-08T10:47:05.379044,True,
134,HCU250405TIL,2025-04-22T08:19:10.314465,,MAD,56,ENF,OPERATING_ROOM,OPERATING_ROOM_INSTRUMENTALIST,,CLOSED,VERIFIED,"UNIFORM, LOCKER, RETRIBUCIN-FLEXIBLE-TRASPORTE-COMIDA-GUARDERA-SEGURO-SALUD-, TARIFAS-ESPECIALES-TRATAMIENTOS-PARA-FAMILIARES, -DESCUENTOS-EN-RESTAURANTES-TIENDAS-GIMNASIOS, FORMACIN-INDIVIDUALIZADA",14,0,"Disponemos de 14 quirófanos de todas las especialidades médicas con equipamiento de ultima generación, cirugía robótica ","¿Estás buscando trabajar en uno de los hospitales más modernos y prestigiosos de Madrid? El HLA Hospital Universitario Moncloa, ubicado en la capital española, busca incorporar talento a su equipo de profesionales sanitarios. Nuestras instalaciones, equipadas con la tecnología más avanzada, cuentan con 14 quirófanos de última generación que abarcan todas las especialidades médicas, incluyendo cirugía robótica.

Qué buscamos:
Enfermera con al menos un año de experiencia en el área de quirófano para unirse a nuestro equipo. Buscamos profesionales altamente cualificados, con pasión por brindar una atención sanitaria excepcional.

Qué ofrecemos:
- Contrato indefinido a jornada completa.
- Salario competitivo entre 28.000€ y 32.000€ anuales.
- Retribución flexible: transporte, comida, guardería, seguro de salud.
- Tarifas especiales en tratamientos para familiares.
- Descuentos en restaurantes, tiendas y gimnasios.
- Formación individualizada y oportunidades de desarrollo profesional.
- Uniforme y taquilla proporcionados por el hospital.

Únete a nuestro equipo y sé parte de un ambiente laboral dinámico y estimulante. Aplica en Livo para esta fantástica oportunidad en el HLA Hospital Universitario Moncloa.","Enfermera de quirófano: Únete al prestigioso HLA Hospital Universitario Moncloa en Madrid. Contrato indefinido, salario 28.000-32.000€ anuales y beneficios.",28000.0,32000.0,YEAR,,PERMANENT,ASAP,,,,EVENING,,Experiencia de al menos un año ,False,2025-04-22T08:20:40.417184,,MANUALLY,FACILITY,2025-06-11T13:45:10.945324,True,
135,FTS250496VWE,2025-04-23T08:09:11.329311,,BCN,148,ENF,HEMODIALYSIS,HEMODIALYSIS,,PUBLISHED,VERIFIED,"UNIFORM, LOCKER, OFFICE-EN-LA-CLNICA, POSIBILIDAD-TICKET-GUARDERIA, SEGURO-DE-VIDA-INCLUIDO, POSIBILIDAD-ACCESO-A-MTUA-",15,0,"Fresenius Medical Care es el líder mundial en atención médica para problemas renales, con más de 100 años de historia. Disponemos de redes de diálisis operativas en todo el mundo.
El centro de diálisis está dirigido por un director médico de la clínica especializado en nefrología, y una enfermera supervisora de la clínica, responsable de la gestión del  personal médico y de enfermería respectivamente.

Las enfermeras renales son asistidas por auxiliares  dependiendo de los requisitos del país. Dependiendo de su tamaño y ubicación, el centro de diálisis puede tener  adicionalmente .personal administrativo y de apoyo técnico.

Nuestros enfermeros son expertos en área  de enfermería nefrológica y ofrecen la mejor atención posible a nuestros pacientes. 

https://www.nephrocare.es/clinic/cataluna/terrassa/",,,34500.0,35500.0,YEAR,Plus transporte. Plus dietas. Plus festivos.,TEMPORAL,ASAP,,LESS_THAN_SIX_MONTH,,"MORNING,EVENING",,Se valora experiencia en hemodiálisis.,False,2025-04-23T10:22:38.269752,,,,,False,
136,FSB250423RPJ,2025-04-23T08:09:54.256348,,BCN,147,ENF,HEMODIALYSIS,HEMODIALYSIS,,PUBLISHED,VERIFIED,"UNIFORM, LOCKER, OFFICE-EN-EL-CENTRO, POSIBILIDAD-DE-TICKET-GUARDERIA, POSIBILIDAD-TARJETA-TRANSPORTE, POSIBILIDAD-ACCESO-A-MUTUA, SEGURO-DE-VIDA-INCLUIDO",7,0,"Fresenius Medical Care es el líder mundial en atención médica para problemas renales, con más de 100 años de historia. Disponemos de redes de diálisis operativas en todo el mundo . En el plano internacional, todos nuestros servicios de atención sanitaria para los pacientes se reúnen bajo la marca NephroCare.
Nuestros empleados son nuestro activo más importante y lo que buscamos es cómo hacer que el ambiente de trabajo sea mejor y más seguro para ellos.",,,34500.0,35500.0,YEAR,"Plus transporte, plus dietas, plus festivo",TEMPORAL,ASAP,,LESS_THAN_SIX_MONTH,,"MORNING,EVENING,FLEXIBLE",,Se valorara la experiencia en hemodiálisis,False,2025-04-23T10:22:32.083086,,,,,False,
137,5633F250460QRT,2025-04-23T10:10:42.923091,,MAD,172,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,PUBLISHED,VERIFIED,"UNIFORM, LOCKER, FORMACIN",25,0,"Centro especializado en rehabilitación física y neurológica, concertado con el SERMAS. Atiende a pacientes de media y larga estancia, con 80 camas disponibles. Está ubicado en Madrid capital, con acceso directo desde la M30 y M40.

Ofrece contrato de trabajo de mañana, tarde o noche (con posibilidad de turno fijo nocturno) y un calendario de libranzas adaptable. Se destaca por su equipo consolidado, buen ambiente laboral y enfoque integral en pacientes con daño cerebral adquirido y otras patologías neurológicas.",,,30000.0,34000.0,YEAR,"Bonus anual, plus domingos y festivos, plus nocturnidad ",PERMANENT,ASAP,,,,"MORNING,EVENING,NIGHT",,No necesaria experiencia previa,False,2025-04-23T10:13:27.955753,,,,,False,
138,HP250462ZOM,2025-04-24T13:21:44.860796,,BCN,128,ENF,HOSPITALIZATION,MEDICAL_SURGICAL_HOSPITALIZATION,,DRAFT,PENDING,,0,0,"Hospitalización en Atención Intermedia: curas paliativas, corta y larga estancia, convalecencia.
Buen ambiente, trabajo en equipo, formación complementaria subvencionada.
Convenio SISCAT a efectos económicos. 

","¿Estás buscando una nueva oportunidad laboral en el ámbito de la enfermería hospitalaria? En el centro Hestia Palau, situado en Barcelona, necesitamos incorporar a un nuevo profesional de enfermería para el área de Hospitalización en Atención Intermedia.

¿Qué buscamos?
Precisamos a un enfermero/a con experiencia en curas paliativas, corta y larga estancia, y convalecencia. Es imprescindible tener ganas de trabajar en equipo y disposición para formarte continuamente.

¿Qué ofrecemos?
Te unirás a un gran equipo en un ambiente inmejorable. Disfrutarás de un salario entre 37.046 y 38.997 euros anuales con convenio SISCAT. Ofrecemos un contrato temporal con opción a estabilidad laboral. Además, podrás beneficiarte de una formación complementaria subvencionada.

Si crees que este puesto es para ti, aplica en Livo. ¡Te esperamos!","Enfermero/a en Barcelona: Únete a Hestia Palau. Ofrecemos 37.046-38.997€, convenio SISCAT y formación continua. ¡Aplica ahora en Livo!",37046.0,38997.0,YEAR,14 pagas + 1 paga anual de Retribución Variable por Objetivos alcanzados,TEMPORAL,ASAP,,LESS_THAN_SIX_MONTH,,EVENING,,,False,,,,,,False,
139,FHB250424ESZ,2025-04-25T07:08:23.788141,,BCN,163,TCAE,MENTAL_HEALTH,MEDICAL_HOSPITALIZATION,ADULT_MENTAL_HEALTH,CLOSED,VERIFIED,"LOCKER, UNIFORM, EMPRESA-SALUDABLE-CATEGORA-ORO, FORMACIN-COMPLEMENTARIA, INCENTIVACIN-PROFESIONAL, PISCINA-PARA-EMPLEADOS, PRECIOS-CAFETERA-EMPLEADASOS",167,0,,,,21000.0,22000.0,YEAR,Conveni SISCAT,TEMPORAL,ASAP,,LESS_THAN_SIX_MONTH,,EVENING,,,False,2025-04-29T06:03:04.959408,,MANUALLY,FACILITY,2025-06-04T06:28:28.402771,False,
