facility_id,id,start_time_utc,finish_time_utc,specialization,specialization_display_text,category,capacity,facility_name
17,52671,2025-12-03 21:00:00+00:00,2025-12-04T05:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
35,52736,2025-08-18 18:00:00+00:00,2025-08-19T06:00:00,MIDWIVES,Matronas,ENF,1,Hospital General de Catalunya
35,52737,2025-08-19 18:00:00+00:00,2025-08-20T06:00:00,MIDWIVES,Matronas,ENF,1,Hospital General de Catalunya
35,52738,2025-08-20 18:00:00+00:00,2025-08-21T06:00:00,MIDWIVES,Matronas,ENF,2,Hospital General de Catalunya
35,52744,2025-08-28 18:00:00+00:00,2025-08-29T06:00:00,MIDWIVES,Matronas,ENF,1,Hospital General de Catalunya
35,52745,2025-08-29 18:00:00+00:00,2025-08-30T06:00:00,MIDWIVES,Matronas,ENF,1,Hospital General de Catalunya
35,52750,2025-08-30 18:00:00+00:00,2025-08-31T06:00:00,MIDWIVES,Matronas,ENF,1,Hospital General de Catalunya
35,52753,2025-08-17 18:00:00+00:00,2025-08-18T06:00:00,MIDWIVES,Matronas,ENF,1,Hospital General de Catalunya
35,52754,2025-08-31 18:00:00+00:00,2025-09-01T06:00:00,MIDWIVES,Matronas,ENF,2,Hospital General de Catalunya
25,52811,2025-07-30 06:00:00+00:00,2025-07-30T13:00:00,OPERATING_ROOM,Quirófano,ENF,5,Hospital Universitario de Torrejón
17,52901,2025-08-04 12:00:00+00:00,2025-08-04T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,52902,2025-08-06 12:00:00+00:00,2025-08-06T20:15:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
135,53128,2025-08-15 06:00:00+00:00,2025-08-15T18:00:00,MIDWIVES,Matronas,ENF,1,CST - Hospital Terrassa
25,53321,2067-06-06 06:00:00+00:00,2067-06-06T12:00:00,OPERATING_ROOM,Quirófano,TCAE,2,Hospital Universitario de Torrejón
25,53372,2025-08-17 19:00:00+00:00,2025-08-18T07:00:00,EMERGENCY,Urgencias,TCAE,1,Hospital Universitario de Torrejón
17,53416,2025-07-15 04:00:00+00:00,2025-07-15T12:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,53417,2025-07-17 04:00:00+00:00,2025-07-17T12:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,53418,2025-07-18 04:00:00+00:00,2025-07-18T12:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,53419,2025-07-21 04:00:00+00:00,2025-07-21T12:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,53420,2025-07-23 04:00:00+00:00,2025-07-23T12:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,53421,2025-07-26 04:00:00+00:00,2025-07-26T12:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,53422,2025-07-27 04:00:00+00:00,2025-07-27T12:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,53423,2025-07-29 04:00:00+00:00,2025-07-29T12:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
135,53547,2025-08-03 06:00:00+00:00,2025-08-03T18:00:00,MIDWIVES,Matronas,ENF,1,CST - Hospital Terrassa
135,53548,2025-08-09 06:00:00+00:00,2025-08-09T18:00:00,MIDWIVES,Matronas,ENF,1,CST - Hospital Terrassa
135,53549,2025-08-10 06:00:00+00:00,2025-08-10T18:00:00,MIDWIVES,Matronas,ENF,1,CST - Hospital Terrassa
135,53550,2025-08-23 06:00:00+00:00,2025-08-23T18:00:00,MIDWIVES,Matronas,ENF,1,CST - Hospital Terrassa
135,53551,2025-08-24 06:00:00+00:00,2025-08-24T18:00:00,MIDWIVES,Matronas,ENF,1,CST - Hospital Terrassa
135,53552,2025-08-30 06:00:00+00:00,2025-08-30T18:00:00,MIDWIVES,Matronas,ENF,1,CST - Hospital Terrassa
135,53553,2025-08-31 06:00:00+00:00,2025-08-31T18:00:00,MIDWIVES,Matronas,ENF,1,CST - Hospital Terrassa
25,53708,2025-07-22 18:00:00+00:00,2025-07-23T06:00:00,NEONATES,Neonatos,ENF,1,Hospital Universitario de Torrejón
25,53750,2025-09-14 18:00:00+00:00,2025-09-15T06:00:00,PEDIATRIC,Pediatría,ENF,1,Hospital Universitario de Torrejón
25,53757,2025-08-01 06:00:00+00:00,2025-08-01T12:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53762,2025-07-15 07:00:00+00:00,2025-07-15T19:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53763,2025-07-20 07:00:00+00:00,2025-07-20T19:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53764,2025-07-25 07:00:00+00:00,2025-07-25T19:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53765,2025-07-29 07:00:00+00:00,2025-07-29T19:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53766,2025-07-21 19:00:00+00:00,2025-07-22T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53767,2025-07-26 19:00:00+00:00,2025-07-27T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53768,2025-07-31 19:00:00+00:00,2025-08-01T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53769,2025-09-01 07:00:00+00:00,2025-09-01T19:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53770,2025-09-06 07:00:00+00:00,2025-09-06T19:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53771,2025-09-11 07:00:00+00:00,2025-09-11T19:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53772,2025-09-15 07:00:00+00:00,2025-09-15T19:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53773,2025-09-28 07:00:00+00:00,2025-09-28T19:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53774,2025-09-07 19:00:00+00:00,2025-09-08T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53775,2025-09-12 19:00:00+00:00,2025-09-13T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53776,2025-09-16 19:00:00+00:00,2025-09-17T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53777,2025-09-19 19:00:00+00:00,2025-09-20T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53778,2025-09-20 19:00:00+00:00,2025-09-21T07:00:00,MIDWIVES,Matronas,ENF,2,Hospital Universitario de Torrejón
25,53779,2025-09-24 19:00:00+00:00,2025-09-25T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53780,2025-09-25 19:00:00+00:00,2025-09-26T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53781,2025-09-29 19:00:00+00:00,2025-09-30T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53782,2025-09-14 19:00:00+00:00,2025-09-15T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53783,2025-08-05 19:00:00+00:00,2025-08-06T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53784,2025-08-09 07:00:00+00:00,2025-08-09T19:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53785,2025-08-10 19:00:00+00:00,2025-08-11T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53786,2025-08-14 07:00:00+00:00,2025-08-14T19:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53787,2025-08-15 19:00:00+00:00,2025-08-16T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53788,2025-08-19 07:00:00+00:00,2025-08-19T19:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53789,2025-08-20 19:00:00+00:00,2025-08-21T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53790,2025-08-25 07:00:00+00:00,2025-08-25T19:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53791,2025-08-26 19:00:00+00:00,2025-08-27T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53792,2025-08-30 07:00:00+00:00,2025-08-30T19:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
25,53793,2025-08-31 19:00:00+00:00,2025-09-01T07:00:00,MIDWIVES,Matronas,ENF,1,Hospital Universitario de Torrejón
30,53807,2025-07-21 06:00:00+00:00,2025-07-21T18:00:00,EMERGENCY,Urgencias,ENF,1,Clínica CEMTRO
30,53809,2025-07-30 06:00:00+00:00,2025-07-30T18:00:00,EMERGENCY,Urgencias,ENF,1,Clínica CEMTRO
30,53812,2025-07-14 18:00:00+00:00,2025-07-15T06:00:00,EMERGENCY,Urgencias,ENF,1,Clínica CEMTRO
30,53813,2025-07-19 18:00:00+00:00,2025-07-20T06:00:00,EMERGENCY,Urgencias,ENF,1,Clínica CEMTRO
30,53814,2025-07-20 18:00:00+00:00,2025-07-21T06:00:00,EMERGENCY,Urgencias,ENF,1,Clínica CEMTRO
30,53815,2025-07-21 18:00:00+00:00,2025-07-22T06:00:00,EMERGENCY,Urgencias,ENF,1,Clínica CEMTRO
30,53817,2025-07-25 18:00:00+00:00,2025-07-26T06:00:00,EMERGENCY,Urgencias,ENF,1,Clínica CEMTRO
30,53818,2025-07-27 18:00:00+00:00,2025-07-28T06:00:00,EMERGENCY,Urgencias,ENF,1,Clínica CEMTRO
30,53825,2025-07-16 06:00:00+00:00,2025-07-16T18:00:00,EMERGENCY,Urgencias,TCAE,1,Clínica CEMTRO
30,53826,2025-07-19 06:00:00+00:00,2025-07-19T18:00:00,EMERGENCY,Urgencias,TCAE,1,Clínica CEMTRO
30,53831,2025-07-14 18:00:00+00:00,2025-07-15T06:00:00,EMERGENCY,Urgencias,TCAE,1,Clínica CEMTRO
30,53832,2025-07-15 18:00:00+00:00,2025-07-16T06:00:00,EMERGENCY,Urgencias,TCAE,1,Clínica CEMTRO
30,53833,2025-07-17 18:00:00+00:00,2025-07-18T06:00:00,EMERGENCY,Urgencias,TCAE,1,Clínica CEMTRO
30,53834,2025-07-20 18:00:00+00:00,2025-07-21T06:00:00,EMERGENCY,Urgencias,TCAE,1,Clínica CEMTRO
25,53848,2025-07-15 06:00:00+00:00,2025-07-15T18:00:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital Universitario de Torrejón
25,53849,2025-07-16 06:00:00+00:00,2025-07-16T18:00:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital Universitario de Torrejón
25,53850,2025-07-17 18:00:00+00:00,2025-07-18T06:00:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital Universitario de Torrejón
25,53851,2025-07-18 18:00:00+00:00,2025-07-19T06:00:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital Universitario de Torrejón
25,53852,2025-07-19 06:00:00+00:00,2025-07-19T18:00:00,HOSPITALIZATION,Hospitalización,ENF,2,Hospital Universitario de Torrejón
99,53927,2025-07-25 12:50:00+00:00,2025-07-25T20:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Hospital de Blanes
99,53928,2025-07-31 12:50:00+00:00,2025-07-31T20:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Hospital de Blanes
99,53929,2025-07-24 12:50:00+00:00,2025-07-24T20:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Hospital de Blanes
99,53933,2025-07-16 12:50:00+00:00,2025-07-16T20:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Hospital de Blanes
99,53934,2025-07-23 12:50:00+00:00,2025-07-23T20:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Hospital de Blanes
99,53935,2025-07-30 12:50:00+00:00,2025-07-30T20:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Hospital de Blanes
99,53936,2025-07-29 12:50:00+00:00,2025-07-29T20:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Hospital de Blanes
99,53937,2025-07-22 12:50:00+00:00,2025-07-22T20:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Hospital de Blanes
99,53938,2025-07-15 12:50:00+00:00,2025-07-15T20:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Hospital de Blanes
99,53942,2025-07-21 12:50:00+00:00,2025-07-21T20:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Hospital de Blanes
99,53943,2025-07-28 12:50:00+00:00,2025-07-28T20:00:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Hospital de Blanes
99,53948,2025-07-18 12:50:00+00:00,2025-07-18T20:00:00,ANESTHESIC_REANIMATION,Anestesia-Reanimación,ENF,1,Hospital de Blanes
99,53950,2025-07-25 12:50:00+00:00,2025-07-25T20:00:00,ANESTHESIC_REANIMATION,Anestesia-Reanimación,ENF,1,Hospital de Blanes
99,53951,2025-07-24 12:50:00+00:00,2025-07-24T20:00:00,ANESTHESIC_REANIMATION,Anestesia-Reanimación,ENF,1,Hospital de Blanes
99,53956,2025-07-23 12:50:00+00:00,2025-07-23T20:00:00,ANESTHESIC_REANIMATION,Anestesia-Reanimación,ENF,1,Hospital de Blanes
99,53957,2025-07-30 12:50:00+00:00,2025-07-30T20:00:00,ANESTHESIC_REANIMATION,Anestesia-Reanimación,ENF,1,Hospital de Blanes
99,53958,2025-07-31 12:50:00+00:00,2025-07-31T20:00:00,ANESTHESIC_REANIMATION,Anestesia-Reanimación,ENF,1,Hospital de Blanes
99,53959,2025-07-29 12:50:00+00:00,2025-07-29T20:00:00,ANESTHESIC_REANIMATION,Anestesia-Reanimación,ENF,1,Hospital de Blanes
99,53960,2025-07-22 12:50:00+00:00,2025-07-22T20:00:00,ANESTHESIC_REANIMATION,Anestesia-Reanimación,ENF,1,Hospital de Blanes
99,53965,2025-07-21 12:50:00+00:00,2025-07-21T20:00:00,ANESTHESIC_REANIMATION,Anestesia-Reanimación,ENF,1,Hospital de Blanes
99,53966,2025-07-28 12:50:00+00:00,2025-07-28T20:00:00,ANESTHESIC_REANIMATION,Anestesia-Reanimación,ENF,1,Hospital de Blanes
17,53976,2025-08-13 04:00:00+00:00,2025-08-13T12:15:00,HOSPITALIZATION,Hospitalización,ENF,1,Fundació Puigvert
17,53979,2025-07-15 11:00:00+00:00,2025-07-15T12:00:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,53980,2025-07-16 11:00:00+00:00,2025-07-16T12:00:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,53981,2025-07-17 11:00:00+00:00,2025-07-17T12:00:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
17,53982,2025-07-18 11:00:00+00:00,2025-07-18T12:00:00,HOSPITALIZATION,Hospitalización,TCAE,1,Fundació Puigvert
35,54063,2025-07-26 06:00:00+00:00,2025-07-26T12:00:00,MATERNITY,Materno,ENF,1,Hospital General de Catalunya
17,54098,2025-09-19 04:00:00+00:00,2025-09-19T12:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
30,54172,2025-07-19 06:00:00+00:00,2025-07-19T13:00:00,EMERGENCY,Urgencias,ENF,1,Clínica CEMTRO
30,54179,2025-07-21 13:00:00+00:00,2025-07-21T20:00:00,HOSPITAL_ORDERLY,Celadores,CEL,1,Clínica CEMTRO
30,54180,2025-07-22 13:00:00+00:00,2025-07-22T20:00:00,HOSPITAL_ORDERLY,Celadores,CEL,1,Clínica CEMTRO
30,54192,2025-07-30 18:00:00+00:00,2025-07-31T06:00:00,EMERGENCY,Urgencias,ENF,1,Clínica CEMTRO
25,54208,2025-08-18 06:00:00+00:00,2025-08-18T18:00:00,PEDIATRIC,Pediatría,ENF,1,Hospital Universitario de Torrejón
25,54216,2025-08-07 18:00:00+00:00,2025-08-08T06:00:00,NEONATES,Neonatos,ENF,1,Hospital Universitario de Torrejón
69,54272,2025-07-25 05:30:00+00:00,2025-07-25T07:30:00,EXTRACTIONS,Extracciones,ENF,1,Hospital Sant Jaume de Calella
69,54273,2025-07-28 05:30:00+00:00,2025-07-28T07:30:00,EXTRACTIONS,Extracciones,ENF,1,Hospital Sant Jaume de Calella
69,54274,2025-08-14 05:30:00+00:00,2025-08-14T07:30:00,EXTRACTIONS,Extracciones,ENF,1,Hospital Sant Jaume de Calella
69,54275,2025-08-18 05:30:00+00:00,2025-08-18T07:30:00,EXTRACTIONS,Extracciones,ENF,1,Hospital Sant Jaume de Calella
69,54276,2025-08-19 05:30:00+00:00,2025-08-19T07:30:00,EXTRACTIONS,Extracciones,ENF,1,Hospital Sant Jaume de Calella
25,54286,2025-09-10 07:00:00+00:00,2025-09-10T19:00:00,TCAE,TCAE,TCAE,1,Hospital Universitario de Torrejón
17,54325,2025-09-22 06:00:00+00:00,2025-09-22T13:30:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Fundació Puigvert
17,54326,2025-09-23 06:00:00+00:00,2025-09-23T13:30:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Fundació Puigvert
25,54494,2025-08-31 06:00:00+00:00,2025-08-31T18:00:00,HOSPITAL_ORDERLY,Celadores,CEL,2,Hospital Universitario de Torrejón
17,54502,2025-09-19 12:00:00+00:00,2025-09-19T20:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,54503,2025-09-22 12:00:00+00:00,2025-09-22T20:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,54504,2025-09-23 12:00:00+00:00,2025-09-23T20:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,54505,2025-10-10 04:00:00+00:00,2025-10-10T12:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,54506,2025-10-17 04:00:00+00:00,2025-10-17T12:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,54507,2025-10-06 12:00:00+00:00,2025-10-06T20:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,54508,2025-10-07 12:00:00+00:00,2025-10-07T20:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,54509,2025-10-08 12:00:00+00:00,2025-10-08T20:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,54510,2025-10-09 12:00:00+00:00,2025-10-09T20:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,54511,2025-10-16 12:00:00+00:00,2025-10-16T20:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,54512,2025-10-15 12:00:00+00:00,2025-10-15T20:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,54513,2025-10-14 12:00:00+00:00,2025-10-14T20:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,54514,2025-10-13 12:00:00+00:00,2025-10-13T20:15:00,PRIVATS,Privats,ENF,1,Fundació Puigvert
17,54525,2025-07-15 04:15:00+00:00,2025-07-15T12:54:00,HEMODIALYSIS,Hemodiálisis,ENF,2,Fundació Puigvert
17,54526,2025-07-18 04:15:00+00:00,2025-07-18T12:54:00,HEMODIALYSIS,Hemodiálisis,ENF,2,Fundació Puigvert
17,54527,2025-07-19 04:15:00+00:00,2025-07-19T12:54:00,HEMODIALYSIS,Hemodiálisis,ENF,1,Fundació Puigvert
17,54528,2025-07-21 04:15:00+00:00,2025-07-21T12:54:00,HEMODIALYSIS,Hemodiálisis,ENF,2,Fundació Puigvert
17,54529,2025-07-22 04:15:00+00:00,2025-07-22T12:54:00,HEMODIALYSIS,Hemodiálisis,ENF,1,Fundació Puigvert
17,54530,2025-07-23 04:15:00+00:00,2025-07-23T12:54:00,HEMODIALYSIS,Hemodiálisis,ENF,3,Fundació Puigvert
17,54531,2025-07-24 04:15:00+00:00,2025-07-24T12:54:00,HEMODIALYSIS,Hemodiálisis,ENF,3,Fundació Puigvert
17,54532,2025-07-29 04:15:00+00:00,2025-07-29T12:54:00,HEMODIALYSIS,Hemodiálisis,ENF,1,Fundació Puigvert
17,54533,2025-07-30 04:15:00+00:00,2025-07-30T12:54:00,HEMODIALYSIS,Hemodiálisis,ENF,2,Fundació Puigvert
17,54534,2025-07-31 04:15:00+00:00,2025-07-31T12:54:00,HEMODIALYSIS,Hemodiálisis,ENF,3,Fundació Puigvert
17,54535,2025-07-17 04:15:00+00:00,2025-07-17T12:54:00,HEMODIALYSIS,Hemodiálisis,ENF,1,Fundació Puigvert
17,54536,2025-07-28 04:15:00+00:00,2025-07-28T12:54:00,HEMODIALYSIS,Hemodiálisis,ENF,1,Fundació Puigvert
17,54541,2025-07-16 04:15:00+00:00,2025-07-16T12:54:00,HEMODIALYSIS,Hemodiálisis,ENF,1,Fundació Puigvert
17,54552,2025-07-15 12:39:00+00:00,2025-07-15T21:18:00,HEMODIALYSIS,Hemodiálisis,ENF,1,Fundació Puigvert
17,54553,2025-07-16 12:39:00+00:00,2025-07-16T21:18:00,HEMODIALYSIS,Hemodiálisis,ENF,1,Fundació Puigvert
17,54554,2025-07-17 12:39:00+00:00,2025-07-17T21:18:00,HEMODIALYSIS,Hemodiálisis,ENF,2,Fundació Puigvert
17,54555,2025-07-21 12:39:00+00:00,2025-07-21T21:18:00,HEMODIALYSIS,Hemodiálisis,ENF,1,Fundació Puigvert
17,54556,2025-07-22 12:39:00+00:00,2025-07-22T21:18:00,HEMODIALYSIS,Hemodiálisis,ENF,1,Fundació Puigvert
17,54557,2025-07-25 12:39:00+00:00,2025-07-25T21:18:00,HEMODIALYSIS,Hemodiálisis,ENF,1,Fundació Puigvert
17,54558,2025-07-26 12:39:00+00:00,2025-07-26T21:18:00,HEMODIALYSIS,Hemodiálisis,ENF,1,Fundació Puigvert
17,54559,2025-07-28 12:39:00+00:00,2025-07-28T21:18:00,HEMODIALYSIS,Hemodiálisis,ENF,1,Fundació Puigvert
17,54560,2025-07-29 12:39:00+00:00,2025-07-29T21:18:00,HEMODIALYSIS,Hemodiálisis,ENF,1,Fundació Puigvert
17,54564,2025-07-19 04:15:00+00:00,2025-07-19T12:54:00,HEMODIALYSIS,Hemodiálisis,TCAE,1,Fundació Puigvert
17,54566,2025-07-19 12:39:00+00:00,2025-07-19T21:18:00,HEMODIALYSIS,Hemodiálisis,TCAE,1,Fundació Puigvert
17,54567,2025-07-18 12:39:00+00:00,2025-07-18T21:18:00,HEMODIALYSIS,Hemodiálisis,TCAE,1,Fundació Puigvert
17,54568,2025-07-28 12:39:00+00:00,2025-07-28T21:18:00,HEMODIALYSIS,Hemodiálisis,TCAE,1,Fundació Puigvert
17,54569,2025-07-29 12:39:00+00:00,2025-07-29T21:18:00,HEMODIALYSIS,Hemodiálisis,TCAE,1,Fundació Puigvert
17,54570,2025-07-30 12:39:00+00:00,2025-07-30T21:18:00,HEMODIALYSIS,Hemodiálisis,TCAE,1,Fundació Puigvert
17,54571,2025-07-31 12:39:00+00:00,2025-07-31T21:18:00,HEMODIALYSIS,Hemodiálisis,TCAE,1,Fundació Puigvert
17,54686,2025-09-08 05:30:00+00:00,2025-09-08T12:30:00,OPERATING_ROOM_INSTRUMENTALIST,Quirófano - instrumentista,ENF,1,Fundació Puigvert
106,54711,2025-07-23 19:00:00+00:00,2025-07-24T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
106,54712,2025-07-24 19:00:00+00:00,2025-07-25T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
106,54713,2025-07-14 19:00:00+00:00,2025-07-15T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
106,54716,2025-07-22 19:00:00+00:00,2025-07-23T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
106,54723,2025-07-16 19:00:00+00:00,2025-07-17T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
106,54728,2025-08-01 19:00:00+00:00,2025-08-02T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
106,54729,2025-08-02 19:00:00+00:00,2025-08-03T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
106,54730,2025-08-03 19:00:00+00:00,2025-08-04T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
106,54731,2025-08-12 19:00:00+00:00,2025-08-13T05:30:00,HOSPITALIZATION,Hospitalización,ENF,4,Hospital de Mataró
106,54732,2025-08-06 19:00:00+00:00,2025-08-07T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
106,54733,2025-08-05 19:00:00+00:00,2025-08-06T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
106,54734,2025-08-08 19:00:00+00:00,2025-08-09T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
106,54735,2025-08-09 19:00:00+00:00,2025-08-10T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
106,54736,2025-08-10 19:00:00+00:00,2025-08-11T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
106,54737,2025-08-13 19:00:00+00:00,2025-08-14T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
106,54738,2025-08-14 19:00:00+00:00,2025-08-15T05:30:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Mataró
135,54739,2025-07-24 06:00:00+00:00,2025-07-24T18:00:00,MIDWIVES,Matronas,ENF,1,CST - Hospital Terrassa
25,54772,2025-08-12 07:00:00+00:00,2025-08-12T19:00:00,EMERGENCY,Urgencias,TCAE,1,Hospital Universitario de Torrejón
25,54831,2025-08-23 07:00:00+00:00,2025-08-23T19:00:00,TCAE,TCAE,TCAE,1,Hospital Universitario de Torrejón
25,54845,2025-08-10 06:00:00+00:00,2025-08-10T13:00:00,OPERATING_ROOM,Quirófano,ENF,1,Hospital Universitario de Torrejón
30,54953,2025-07-19 13:00:00+00:00,2025-07-19T20:00:00,HOSPITALIZATION,Hospitalización,ENF,1,Clínica CEMTRO
25,54977,2025-08-20 06:00:00+00:00,2025-08-20T18:00:00,HOSPITAL_ORDERLY,Celadores,CEL,1,Hospital Universitario de Torrejón
99,55034,2025-07-27 05:50:00+00:00,2025-07-27T18:00:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Blanes
99,55035,2025-07-28 12:50:00+00:00,2025-07-28T20:00:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Blanes
99,55036,2025-07-30 05:50:00+00:00,2025-07-30T13:00:00,HOSPITALIZATION,Hospitalización,ENF,1,Hospital de Blanes
69,55096,2025-08-18 06:00:00+00:00,2025-08-18T07:30:00,EXTRACTIONS,Extracciones,ENF,1,Hospital Sant Jaume de Calella
69,55097,2025-08-20 06:00:00+00:00,2025-08-20T07:30:00,EXTRACTIONS,Extracciones,ENF,1,Hospital Sant Jaume de Calella
69,55098,2025-08-25 06:00:00+00:00,2025-08-25T07:30:00,EXTRACTIONS,Extracciones,ENF,1,Hospital Sant Jaume de Calella
